Name,lat,lon,dist_from_depo
Mparamirundi,-2.8428231,29.6617253,70.46062327699998
Muhaganya,-3.4561347,29.7712706,14.525523088382151
Butanuka,-3.1427445,29.4359559,60.76191494021283
Buvumbi,-2.7006251,30.2488911,89.82159440719585
Kibuye,-3.3918768,29.5092433,43.66314199498546
Carubambo,-2.5614259,29.9638019,96.67005843578849
Ceru,-3.4522634,29.9679847,7.84008606506761
Bigwana,-3.246518,29.7458554,26.833482581725775
Munanira,-3.2781013,29.7767371,21.958142367004324
Bihunge,-3.1077032,29.5968835,49.30684482868502
Bitezi,-3.7437647,29.7405932,38.62981981761068
Biziya,-3.5744976,29.788761,19.913560379212704
Cunamwe,-4.0808877,29.8098228,72.30684738303802
Gahera,-3.5696281,29.7382196,23.460337318490645
Gahosha,-4.1064569,29.8073728,75.1448047531381
Gahweza,-3.3742942,29.6697008,26.410527236316593
Gakuba,-3.7458677,29.8050008,36.138936410398884
Gasasa,-4.1296402,29.8731413,77.05846074771043
Gasenyi,-3.6836877,29.6593323,38.49166696747823
Gasongati,-3.1441622,29.968322,32.86154125136093
Gatabo,-2.9120756,29.8781324,57.68701481244452
Gatagura,-3.1621718,29.4288833,60.33427860521198
Gitubwe,-2.9668183,29.9671391,52.11947253238931
Kibezi,-3.7113202,29.5610914,48.610511244380405
Gitwa,-3.8583815,30.1161938,52.785797642683406
Gitwe,-3.0274239,29.5931389,56.369215467866816
Gitwenzi,-2.5908356,30.0363066,94.38177793075916
Muhindo,-3.4746503,30.5307919,70.24171107524751
Murehe,-3.4611825,30.5165399,68.57889280426406
Miciro,-3.2607123,30.6942407,90.30426088213075
Gwingiri,-3.3368767,29.9209957,10.914603943914816
Gwiyange,-2.9925262,30.1254441,54.80349965728381
Ibuga,-3.5295904,30.4538474,62.45529941428233
Janja,-3.531856,29.9334478,11.514459103699284
Jenda,-4.0440899,29.8076744,68.31476700101082
Kabasazi,-2.8683637,29.7772341,63.94232011260604
Kabogo,-2.572006,30.4605873,113.81647542006792
Kabuga,-3.0858507,29.7342193,42.60974479485542
Kabumbe,-3.7443063,29.9250788,34.50333890866517
Kagoma,-2.8439218,29.84177,65.49264647602925
Kavumu,-3.4119923,29.7625936,15.449631532231562
Nyakarambo,-3.6829809,29.8431976,28.32148254626051
Kibande,-2.874599,29.9838308,62.478576315206475
Kibezi,-3.6991242,29.5120626,52.17094157086745
Kiganda,-3.9659688,29.5355882,71.47189166182439
Kigoma,-2.7675364,29.9870374,74.25150128014334
Kigutu,-3.505165,29.7059669,22.97822355063292
Kinyovu,-2.8246264,29.9143174,67.32447455364398
Kirama,-4.0659412,29.7834635,71.14448587392708
Kiremera,-3.3741491,29.900916,6.541591450094805
Kirombwe,-3.388863,29.4414651,51.19042279063036
Kirumura,-2.8737174,29.3902153,83.90198430152529
Kivuzo,-3.0661766,29.8243772,41.45664346204585
Kumana,-3.4353432,30.5421646,71.35827066489638
Mbariza,-3.8727391,29.5908115,59.50722249601908
Mbizi,-4.2036769,29.7105284,87.74873668009533
Migezi-Nete,-3.2214336,29.7806271,26.92311614860263
Mihama,-3.8337438,30.1024388,49.66471943399525
Mihigo,-2.6280552,29.9870763,89.56647168340756
Mirehe,-3.4250928,29.8707493,3.374700884851756
Mpehe,-3.299892,29.5604134,40.518672881483624
Mpota,-3.6951769,29.5622224,47.40238827783802
Mubanga,-4.1885821,29.7157161,85.99026252330646
Mubanga,-3.6409351,29.3722067,62.97698113201282
Ciya,-3.0346374,29.4150764,69.62833511206018
Mufunya,-3.0817805,29.7045492,44.52826710953006
Mugano,-3.7651267,29.8745218,36.80197305973715
Mugerero,-3.4803214,30.1094576,23.84829108207842
Mugogo,-3.0812616,29.9582627,39.46254561111991
Muhago,-2.9951505,30.1633077,56.602360728927344
Buororo,-2.7154922,29.1915915,111.8084582386136
Muhoroge,-2.9872747,29.2631671,86.26987880426151
Muhwazi,-3.632126,30.2524217,44.90741214032633
Mukanda,-3.4619896,30.0423419,16.13195767743612
Mumuri,-3.5169736,29.9603918,11.429760495517048
Munguko,-2.5378518,30.0082937,99.74543475413658
Munyange,-2.8327909,29.698731,70.07022610784763
Munyinya,-3.1441365,29.6629932,41.427260705727974
Murambi,-2.9068117,29.7142832,61.769145682049995
Ndora,-2.913079,29.3840366,81.22823966711339
Misugi,-3.3210218,30.6466907,83.90151886625911
Buhinda,-3.6064263,30.0850327,28.0922152697794
Muvumero,-3.6635249,29.963819,26.426978727159643
Muyogoro,-3.8569948,29.7926545,48.34560085396986
Nyangwa,-3.6425432,29.7618196,27.768214508091
Uwimpfizi,-3.6104021,29.785359,23.361781598784077
Ntabandwa,-3.1427381,29.8420963,32.767856248421815
Gihango,-3.356332,29.9738002,11.819242814910154
Miremera,-2.6367931,29.1960582,117.81679401203465
Muhungu,-2.7821402,29.2496804,102.02917142991782
Nyamitanga,-3.0654106,29.2636065,81.59407523158778
Kavumwe,-3.4468211,30.5805429,75.63687115560074
Nyabigozi,-3.4063544,30.4544002,61.67839214657734
Ruyaga,-3.3693741,30.5120379,68.3788840490076
Twinkwavu,-3.2623587,30.6548429,85.98954570134786
Budatyora,-3.6297238,30.0402835,26.73421432683711
Vyuma,-3.8034288,30.0320119,43.476813719417855
Karunga,-3.3298636,29.4535263,50.91657080855852
Bubanza,-3.5351317,29.4679076,49.31477234498943
Buhororo,-2.7175849,29.1685858,113.46248193875445
Buhayira,-2.9441268,29.3071869,85.24901316840857
Masango,-2.9309378,29.4237947,76.72905940241675
Taba,-3.3422141,30.4326943,60.04707555639069
Gihango,-2.8997913,29.3770515,82.81862971027117
Buhumba,-3.2986714,29.3520327,62.68819981995106
Intende,-3.4368335,30.488756,65.42421713241065
Masaka,-2.358553,30.4295517,132.62598048511168
Ngomo,-2.3559533,30.3942146,131.1903579929847
Kidasha,-2.4099302,30.422339,127.19156686007987
Shoza,-2.5435179,30.4776232,117.48988595331859
Mika,-2.5562814,30.4448402,114.33872275068721
Ndava,-2.5581855,30.4325251,113.43975507439104
Mukoni,-2.6008954,30.4405623,109.92415374997839
Gatwenzi,-2.6984523,30.2927976,92.2458875509182
Nyamihondi,-2.7769011,30.2444252,82.06118941362033
Nyamirambo,-2.9091058,30.3075333,73.56415958179359
Kayenzi,-2.8955689,30.356728,78.18411676587314
Nkoyoyo,-2.880625,30.405172,82.99240242026856
Nyamarumba,-2.8416096,30.3949807,85.48593104613927
Cibari,-2.8270549,30.3638576,84.57169340284771
Ruyivyi,-2.757634,30.3783457,91.70242487479172
Ryabihira,-2.6737098,30.5109528,108.01527596010843
Gitongwe,-2.8142953,30.3306398,83.52510556719895
Burima,-2.8200738,30.3241009,82.5851837069596
Kaguhu,-2.8331961,30.1890405,73.72648047783927
Gikingo,-2.7349572,30.1885517,83.61752219899618
Burambira,-2.729687,30.1492019,82.58796467550947
Nyagatovu,-2.7500656,30.177261,81.5948186545358
Musama,-2.7069072,30.2250335,88.07476043971356
Gatakazi,-3.6607903,30.1087028,34.212661788156446
Kagunga,-3.6586773,30.1243435,35.24798876385838
Yove,-3.6774925,30.1143915,36.007491059934445
Mungwa,-3.7467125,29.9956436,36.24921226851266
Rurimbi,-3.6446636,29.9065934,23.38374978667541
Musumba,-3.5586288,30.3449861,51.3495521635783
Munazi,-3.5166273,30.3604085,51.981990119577596
Ruveri,-3.5863516,30.4351741,61.82580933100932
Nyamigina,-3.5935003,30.3918449,57.4490970326664
Nyarucamo,-3.2042273,29.6874169,34.63783278144223
Nkonyovu,-3.2927395,29.7224408,25.118385673119814
Nyarunazi,-3.2948178,29.7784224,20.42137042994972
Gaharo,-3.1714256,29.6601838,39.35576931004418
Rubirizi,-3.3019806,29.3978528,57.661266813280285
Gatanga,-4.4059227,29.7765453,108.42253284498237
Nyankara,-4.1871,29.8260811,83.75799051962899
Kinoso,-4.1025157,29.8690875,74.08088129184037
Kagurutsi,-2.6425066,29.1416089,121.46521559152404
Kiri,-2.3532691,29.9857207,119.80637169343642
Rubuga,-2.4032354,30.0080515,114.53334125625219
Rugasa,-2.4762057,29.9991312,106.40510272474167
Nyamabuye,-2.4513207,30.0636412,110.09798814730111
Gitwe,-2.473258,30.076037,107.94761185483226
Bugongo,-3.7031179,30.3445537,57.70421239363792
Murara,-3.7310004,30.3329356,58.28675971322515
Rurira,-2.5226725,30.2668257,108.63888492996543
Nyabugeni,-2.5064059,30.2443921,109.41078522729062
Nyarurambi,-3.1327304,30.4700443,71.54246395511639
Kivumu,-3.1030011,30.4773037,73.82851757929127
Rjungu,-2.9239385,30.5778708,94.07025984872868
Mashiga,-3.004118,30.6445017,95.39081560114403
Kibungo,-2.9965679,30.5464707,86.57324296445513
Rwamvura,-3.0275686,30.5557844,85.58771536932633
Rusagara,-3.0387709,30.5812816,87.3882567303918
Rusagara,-3.0590588,30.5911794,87.25645311469405
Nyabigugu,-3.0779472,30.6124149,88.39258557747543
Gitanga,-2.9973174,30.6184036,93.2724959378194
Saswe,-2.9894172,30.5862545,90.70249319261885
Mburi,-3.1613477,30.8404249,108.7556095844424
Ruramba,-3.1472421,30.8031598,105.24075033246093
Nkoro,-3.2076314,30.8235752,105.63026710309686
Gisoko,-3.1836638,30.8084642,104.66791924608766
Buheka,-4.2139807,29.6221476,91.67775767001397
Gasaba,-4.380054,29.6689754,107.78982329612992
Kigaza,-4.1516412,29.9280864,79.49479799315937
Remesha,-3.7516838,30.3735973,63.30963088778321
Narunyazi,-2.9981398,30.377497,71.63813348411722
Kiyange,-2.9562456,30.4030965,76.87349228940255
Karongwe,-2.9241974,30.3609748,76.12088785455424
Mabago,-3.0389479,30.3297571,64.67595827712
Shori,-3.0146671,30.3802256,70.6521037458783
Maranvya,-3.299544,30.0795819,24.84005099374466
Kinyovu,-2.5147623,29.9555827,101.75719080985097
Nyembuye,-3.9562629,30.0909459,61.59630263506019
Mugomera,-2.9812776,29.9003927,49.98364228087616
Nyungu,-2.8133128,30.248491,78.74343619978313
Kagozi,-2.8418976,29.7656043,67.08038821484475
Murima,-2.8912492,29.609359,68.09007925196369
Muyaga,-4.1011138,30.0117832,74.8828774245827
Kananira,-2.9402476,30.1280119,60.12295265177107
Kiyanza,-3.0918211,30.3386397,61.66381465639967
Rugongo,-2.9990217,30.3215367,67.09061925197022
Kirambi,-3.320368,30.4706745,64.63543783399926
Kirambi,-3.4400915,29.8430382,6.37402719854017
Ngina,-3.8734646,30.0489669,51.409443752128084
Rongero,-3.9529901,29.996405,58.4561631331895
Bucana,-2.6321576,30.255572,97.00637940310109
Shango,-2.9446529,29.8350459,54.51365428544333
Rushiha,-2.963974,29.3944748,76.4875271968059
Dusenga,-2.8913874,29.2407476,94.6585568333099
Rugongo,-3.4552621,30.1645496,29.49682965032348
Kabuyenge,-3.3989681,30.6501441,83.44466783665645
Gashirwe,-3.3622088,30.587047,76.75181116597514
Mayuyu,-3.5769519,29.5080873,46.35320458622083
Nyakayi,-3.3312062,30.3122639,47.18405275664938
Miguruka,-3.286397,30.6898042,89.26101943065966
Dutwe,-3.442481,30.3141944,46.03668236297317
Bikobe,-3.4976325,30.3220478,47.433282415071886
Kizuga,-3.7605828,29.5455787,53.48157981033531
Ruranga,-4.0273841,30.0143882,66.91084410173809
Gisikara,-3.6676659,30.0471167,30.640059623962532
Kidasha,-2.6966578,29.9804502,81.94546756026757
Gakana,-2.5870456,30.1672046,98.17792844562854
Rusamaza,-3.174161,30.0202583,31.618592380701568
Vyanzo,-2.4239898,30.2509761,118.23096058591547
Rusi,-3.2184319,30.0663551,30.105034266312796
Buruhukiro,-3.3832155,30.3005116,44.84967248642964
Humure,-3.1111138,30.5847511,84.02895112569855
Nyaruganda,-3.6516417,30.1931243,40.54176745615843
Mubavu,-3.3290207,30.3991574,56.65571100547971
Gasunu,-3.3498416,29.9569676,11.191273206464338
Tura,-2.4222875,30.4789481,128.99925131436007
Nkanda,-3.2734337,29.9533492,18.64539821783938
Gahararo,-2.754823,30.2709163,85.60709458002428
Ruvuga,-4.4238382,29.7601657,110.62867018929988
Bikobe,-4.3796079,29.7629029,105.74416795320238
Budatekwa,-4.3976447,29.7827061,107.42945267710729
Gikombe,-4.2521179,29.7288093,92.5192246943695
Mukerezi,-4.4216972,29.7184315,111.14106424684687
Buyongwe,-3.0041396,30.6611756,97.00161533745049
Murehe,-3.1974707,30.4075693,62.144532708719424
Rutongwanikwa,-3.0130518,30.2389491,59.8219989876241
Kiryama,-3.3529092,30.0102477,15.136647671868083
Rutegama,-3.4125334,29.9456156,5.564797169294329
Buhanga,-3.6500619,29.97288,25.30007089464113
Bugumbasha,-3.6393318,29.9787749,24.406120343091334
Gatonde,-3.2499891,30.1937218,38.423451337675424
Ruvumu,-3.2366008,30.1941324,39.2627885009884
Nyarunazi,-3.3047305,30.1477059,30.981710308937853
Remera,-2.9619111,29.554714,64.72913687593787
Iteme,-3.0302215,29.9922112,45.7346381957844
Munanira,-3.1490142,29.9279082,31.588379563830138
Kiranzira,-3.7774194,29.7935479,39.84783532344657
Bukoro,-3.5422219,29.8681082,12.554887201391589
Rutoke,-3.4856547,29.8722022,6.561770987919162
Mparambo,-2.8279873,29.0858578,112.55900735220052
Gahabwa,-2.8931257,29.2230127,96.0729462163493
Nyabihugu,-2.5387015,30.1412801,102.49427819155596
Gaheta,-3.1541849,29.7585263,34.63805969793028
Nzove,-3.0979141,29.846173,37.56566289594765
Binyura,-4.0543706,29.6211352,75.34032722374327
Bukanda,-4.0475074,29.6079212,75.27018419314733
Yogero,-3.5156913,30.4604917,62.94258178829937
Ryakaramba,-3.0693266,29.5982903,52.38583454772913
Murehe,-3.2197569,29.7352795,29.87788383601166
Karehe,-3.1780186,29.7399385,33.36583459291207
Bucuzi,-2.9111592,29.1905984,97.72849360422634
Gasenyi,-2.9618694,29.1895219,94.62229352336101
Mazingi,-3.154327,30.8253984,107.37252765539691
Muzire,-3.2140788,30.7989106,102.79805767157272
Mugendo,-3.6974585,29.3291058,69.83215543651345
Gitwaro,-3.6905614,29.3412894,68.28391553911092
Mubone,-3.6331805,29.3462401,65.37733424401355
Busenga,-3.5890299,29.3857487,59.67793604033872
Gasebeyi,-3.5863168,29.4012608,57.94156096364926
Canda,-3.5802162,29.3946651,58.451970649887954
Migera,-3.5808221,29.352411,62.99276430454439
Masama,-3.5597086,29.3701722,60.50778074350628
Mwaza,-3.550844,29.3787704,59.35659225947422
Kiremba,-3.535024,29.3658547,60.40811973951024
Rugembe,-3.5310396,29.4028566,56.287615210129665
Murambi,-3.5412429,29.4458046,51.86010173155742
Rubanda,-3.5128582,29.437308,52.15991515949055
Masenga,-3.4923998,29.4429757,51.20220698240013
Mugendo,-3.4772971,29.4459979,50.68206952816811
Musenyi,-3.4707667,29.4607931,48.979702062314914
Bubaji,-3.4525761,29.4865193,45.995354389879225
Kinyami,-3.4353166,29.4706047,47.715317550815456
Ruvumu,-3.4418933,29.432872,51.91620751184296
Mboza,-3.4209719,29.416413,53.75431639390696
Rushubi,-3.3541415,29.5010375,45.19076102178912
Buhanda,-3.3351869,29.4885099,46.9969130664762
Cirisha,-3.3617148,29.5050305,44.599131904163265
Rushubi,-3.3486715,29.483926,47.17409716188199
Kinama,-3.2976893,29.5165685,45.171917299958324
Muhororo,-3.3114257,29.5226572,44.04571539177695
Kurugamba,-3.3158162,29.4809414,48.34712649911294
Burenza,-3.3095753,29.4677424,49.94627174296268
Kavya,-3.3111537,29.5322416,43.04236887549797
Tenga,-3.3101753,29.4188334,55.17721396171267
Kivoga,-3.2803824,29.4225287,55.6904181365887
Masang,-3.1765725,29.8864727,28.428184171528432
Ruganira,-3.1555221,29.9076788,30.727962125943662
Kiyange,-3.328387,30.0573852,20.987531876527346
Rwandagaro,-3.2776154,30.1174143,29.667011639634318
Ruhuma,-3.2644716,30.139362,32.49776727630413
Sagara,-3.2522326,30.2193852,40.75151598841608
Kabangira,-3.184229,30.2528564,47.92017647255467
Rutyazo,-3.1256182,30.3329726,58.932754260716536
Kigajo,-3.1070092,30.3287555,59.77021861593057
Ciyando,-3.0807144,30.3638088,64.63185638205168
Nyaruhengeri,-3.0574525,30.3489424,64.93775051627156
Bunywana,-2.9864279,30.3803386,72.74605877747594
Mutenza,-2.9826125,30.4121204,75.65398749651642
Ntobwe,-2.9365872,30.3918133,77.49176814661132
Ruganirwa,-2.8871545,30.3087943,75.57599631867731
Kizi,-2.8927607,30.24521,71.02761017229443
Kiyange,-2.9266564,30.2347258,67.25174757964398
Rwizingwe,-2.9361324,30.2238728,65.7128131889134
Kagongo,-3.8524343,29.3676018,75.14299631349868
Buyumpu,-2.8170898,29.4686925,83.31471514262067
Buvumo,-2.8119935,29.4829389,82.88026116998158
Dusasa,-2.8274372,29.4755541,81.93994235367511
Kibati,-2.8255293,29.4987694,80.65755562602665
Gashiru,-2.8388439,29.5191552,78.18511384403153
Gisagara,-2.839928,29.504733,78.96491622479198
Kidunduri,-2.8340401,29.5397293,77.4251101421595
Munege,-2.8353962,29.5580075,76.2640368896674
Kivumu,-2.823065,29.5693614,76.83764176079335
Kibuba,-2.8292574,29.5891677,75.20039844421053
Mutana,-2.8382916,29.5732328,75.15428445634348
Ngoma,-2.8456667,29.6003055,73.02032938844269
Ruhinga,-2.8541027,29.6329617,70.58997840528271
Songore,-2.8495233,29.6253321,71.40820173651683
Rwimbogo,-2.6205792,30.0481485,91.36507824443613
Rushubije,-2.6428254,30.0304997,88.60426515873628
Kanabugire,-2.620805,30.0285421,90.97280980055513
Gasave,-2.6121977,30.0204833,91.77788320355134
Rambo,-2.5852925,30.0600003,95.4424220015842
Bugera,-2.54794,30.0525493,99.35867947048071
Kibuburu,-2.5647948,30.090245,98.33810232298767
Runyonza,-2.5085896,30.0872732,104.34988662033253
Ceru,-2.4562954,30.1080483,110.48259731827497
Foko,-2.3604123,30.0114434,119.28207537501888
Bujondi,-4.0746562,30.0360902,72.51381187752781
Kabizi,-4.1140734,29.9739967,75.72670792284734
Mugerere,-4.1522478,30.0412605,81.03425306250868
Kigomagoma,-4.0991377,30.0830531,76.38386156255748
Sanvura,-4.3020705,29.8040331,96.65755787420572
Rutenderi,-4.0553419,30.1418643,73.84566160100874
SAMPEKE,-4.1909532,29.9756299,84.20078277895297
Bigina,-4.2136158,30.0257871,87.41052930499276
Kibara,-4.2426229,29.9630991,89.76833711480847
Rubimba,-4.3180888,29.8450347,98.02965841632313
Mbizi,-4.3228908,29.8198872,98.77198356929205
Gitara,-4.348776,29.7920187,101.94069839037
Materwa,-4.4478664,29.7412506,113.56709504214477
Rangi,-4.340215,29.7050718,102.59632712938193
Ruvyagira,-4.3182829,29.6955129,100.4617178834484
Mugumure,-4.2769301,29.6912229,96.12681849058694
Kiderege,-4.2462101,29.6774767,93.2269332364788
Kigombe,-4.2235857,29.704995,90.03337240436916
Gakara,-4.2195666,29.7137575,89.37178844174858
Kigamba,-4.2237023,29.7329171,89.35061299955164
Mubondo,-4.2357356,29.7468658,90.34819639414157
Nyabitabo,-4.2072951,29.737303,87.47477817530661
Rabiro,-4.1790596,29.7025935,85.33079851744792
Mugu,-4.1698502,29.6948857,84.57366087838383
Gikuzi,-4.1577052,29.7177688,82.62196899521714
Ndoba,-4.1547022,29.6757459,83.57065391136672
Mazuru,-4.1489264,29.6510298,83.82646638109497
Mwaro-Ngundu,-3.6149841,29.9805129,21.9920393237566
Ntita,-3.6142743,29.9969682,22.727899706238556
Rwesero,-3.6215516,30.0090697,24.087204428083297
Mwanzari,-3.627666,29.9671659,22.751463528745067
Munanira,-3.2929379,29.7459725,23.10605553386339
Cumba,-3.2976362,29.7459343,22.76349030790532
Gahaga,-3.1846933,29.6458396,39.41531759405971
Muganza,-3.0985068,29.5875019,50.76192927517633
Nyarumanga,-3.0812934,29.578142,52.864825583299705
Gasare,-3.0579297,29.6008918,53.17905280878097
Ngoro,-3.0593451,29.5884233,53.93605331361547
Mvumvu,-3.0421881,29.6029618,54.40879160815686
Kabuye,-3.0310437,29.5995562,55.619903242317655
Butezi,-3.8670963,30.2127393,59.22938897638186
Mwebeya,-3.8320802,30.211468,56.052579990188455
Rubanga,-3.819235,30.2120262,54.98137401300133
Buhogo,-3.801883,30.2160686,53.797990577009564
Gisoro,-3.2753224,30.62369,82.2990239194809
Bunyerere,-3.2820653,30.7015286,90.62985020735125
unnamed,-3.2203904,30.6892543,90.81695028996472
unnamed,-3.189134,30.7407386,97.25803263285307
unnamed,-3.1721579,30.763201,100.1843079777153
Rabiro,-3.1510245,30.7763208,102.2711904853054
Nyankorogo,-3.085523,30.7839038,105.49642698829526
unnamed,-2.9637175,30.6066068,94.15057885410732
Nyamurambi,-3.1510873,30.4531943,68.94687783022178
Muriza,-3.5793166,30.1369382,30.883690713709324
Caragata,-3.5904,30.1804753,35.67890475924421
Nyaburondwe,-3.5434129,30.1570229,31.046317154270522
Kirangara,-3.5185195,30.1690137,31.34194262350154
Bisinde,-3.4966553,30.1923751,33.23472111855415
Rutimbura,-3.4740864,30.2160131,35.40340101689662
Kazimya,-3.4931104,30.2174885,35.89313547574378
Mugozi,-3.2655632,30.498055,69.00181959034975
Nyabisindu,-3.2813817,30.5127691,70.13828659448822
Gahoko,-3.2494425,30.5903777,79.37067067298119
Musenyi,-3.2175229,30.610405,82.47635617490441
Kiyabu,-3.5392245,30.1396701,29.092929647924876
Gishubi,-3.5490808,30.1072887,26.351845815215956
Muremera,-3.5122446,30.0989053,23.76316635838121
Burenza,-3.5048551,30.0946152,23.027130148237678
Mihama,-3.5039741,30.0878448,22.287791817371446
Mpame,-3.4678045,30.0758978,19.914513040183458
Kanyonga,-3.4952412,30.0405948,17.05805302340846
Rukobe,-3.5342487,30.048714,19.941460666092436
Ruhanza,-3.5751367,30.0249011,20.94258836049485
Muyange,-3.5217746,29.9993832,14.753420704407729
Simba,-3.4951164,29.9608579,9.615326307289363
Gatabo,-3.3192675,30.0371849,19.784088669433324
Canzikiro,-3.0941957,30.1255695,45.106007169592196
Rwimbogo,-3.1099815,30.1018208,42.20557018085584
Gasera,-3.1518083,30.2040502,45.94257169242988
Gisimbawaga,-3.1607203,30.2203138,46.64495879072886
Gisimbawaga,-3.1770826,30.2200234,45.47129809218856
Yagizo,-3.1940319,30.2037794,42.89263046438389
Gasenyi,-3.0613281,30.312896,61.62564040281681
Gasave,-2.9530519,30.4258117,78.96617511829992
Burenza,-2.9337006,30.3157799,72.02521124591259
Bwica,-2.8966532,30.2861792,73.23824442349908
Mizuga,-2.9227004,30.2561226,68.9537967682448
Masasu,-2.853613,30.2407272,74.45271113110687
Jani,-2.8131467,30.1991001,76.20931615485122
Karama,-2.7853607,30.2021117,79.12706087649234
Gisanze-Muzingi,-2.7598919,30.1989243,81.54099907299384
Bonero,-2.7471383,30.227508,84.15584974978621
Gahehe,-2.7434512,30.2443347,85.34595213164634
Zaga,-2.7661266,30.2210821,81.95410865504167
Rugarama,-2.7295127,30.2851813,88.8237804926737
Kivumu,-2.6571752,30.2303488,93.34843339630856
Gihinga,-2.6463475,30.2593065,95.74793899738032
Mutarishwa,-2.6295077,30.3055153,99.6592325743323
Santunda,-2.5854827,30.3016045,103.83690932918249
Minyago,-2.5352231,30.3361193,110.50989131231671
Teka,-2.5343942,30.3512803,111.34145226813432
Kabizi,-2.5343798,30.3887105,113.27865991180633
Kimeza,-2.5801574,30.3793612,108.34850965856016
Rabiro,-2.6424371,30.3914108,103.11093731446127
Butihinda,-2.6463713,30.1825157,92.51038555797605
Rungazi,-2.6063664,30.2408279,98.97883952555853
Buhimba,-2.5823604,30.2702523,102.70301252296811
Buringa,-2.5521511,30.2903531,106.66156124676071
Gitete,-2.4747774,30.3456616,116.99885330862509
Kumana,-2.4480957,30.3441628,119.60949466956379
Muyange,-2.4712196,30.3154575,115.9777465072371
Mwenya,-2.5732403,30.1374247,98.69766922788064
Gihosha,-2.6003008,30.1396659,95.88657292027509
Cumva,-2.6320465,30.1020184,91.40227613162918
Karamagi,-2.6282991,30.0932192,91.56964998608083
Nyakibingo,-2.632082,30.062396,90.4171040427729
Butamenwa,-3.2547974,30.1139543,30.902305404496413
unnamed,-3.887031,29.7730566,52.117335708567126
Ruvumu,-3.3370862,29.6762884,27.041184312274503
unnamed,-3.3572207,29.6833851,25.499151585909516
Ngara,-3.4008603,29.6913032,23.46677668738263
Gatsinga,-3.4164758,29.6940406,22.962108538067714
Rango,-3.401186,29.7155601,20.8008553502641
Buziracanda,-3.3912512,29.7310618,19.340239954369633
Kabogi,-3.3766825,29.7179833,21.173241675063696
Higiro,-3.3710215,29.7402412,19.04204842220527
Gashingwa,-3.3470894,29.7479829,19.39725024872812
Nyarukere,-3.3265551,29.7480691,20.60057465472321
Muyebe,-3.3848274,29.8416077,8.416290284620372
Gisitrye,-3.3988944,29.8551597,6.269169228355677
Iteka,-3.4107964,29.855686,5.51730526100953
Kibungere,-3.4141476,29.8233401,8.777925891990957
Gihoma,-3.4288754,29.7690491,14.559654992847836
Nyarubayi,-3.4650182,29.7683565,15.042716796903557
Migera,-3.4694945,29.7564512,16.44544496772085
Rwankangoma,-3.4727424,29.7659021,15.525977691173726
Murama,-3.4759243,29.7854208,13.576304904849376
Ubuvukamyi,-3.5010873,29.7822614,15.077996894661585
Magamba,-3.5045284,29.8174185,12.092932461706535
Musama,-3.5232713,29.7614094,18.333793027669493
Kanka,-3.5983637,29.7549919,24.346484053246584
Musumba,-3.6183079,29.7298839,27.8531278731344
Mugano,-3.7439065,29.6648081,43.15642081172241
Kigina-Mugomera,-3.7326591,29.6435749,43.67436516964528
Kiganda,-3.675748,29.6905544,35.50045432505359
Mabaya,-3.6595424,29.6899562,34.212799627261134
Nyangihotora,-3.6965593,29.7372327,34.27074303657284
Nyentambwe,-3.7262566,29.7924733,34.52738165961759
Murenge,-3.6898636,29.7853836,31.09743244758401
Rusaga,-3.6699825,29.7867659,29.03890577239713
Ntunda,-3.6390927,29.7816383,26.28301040757903
Rweza,-3.6417406,29.7699977,27.20108712897254
Gatwaro,-3.6186709,29.8129947,22.663262587967893
Gatete,-4.0147698,29.462488,80.59998044672967
Karagara,-4.0331375,29.4996759,79.8570629103401
Muhanda,-3.9833976,29.507454,74.84490398586567
Nyagasaka,-3.9605375,29.5412508,70.62092618493763
Tongwe,-3.9934302,29.5814599,71.33395833086972
Murinda,-3.9462341,29.5656001,67.80213564616292
Rukanda,-3.914845,29.5630632,65.0883911672556
Mubuga,-3.8949277,29.5768521,62.40588560899417
Musenyi,-3.848574,29.6065685,56.315104764924776
Karambi,-3.833706,29.5699858,57.48579931254723
Nyakabuko,-3.8080484,29.5715033,55.21892402135312
Rukoma,-3.851753,29.5412181,61.07252985370571
Kanyabitumwe,-3.8789907,29.532191,64.02002269762559
Kirama,-3.9384896,29.4794004,72.82783749415405
Murenge,-3.8613225,29.4804087,66.43093846532814
Karinzi,-4.2391188,29.7702987,90.26385973680105
Kigoma,-2.4604909,30.2474396,114.29502713433173
Burara,-2.514224,30.2236371,107.80953158068205
Rugarama,-2.5182877,30.175302,105.70704899164728
Kibonde,-2.4893746,30.1603045,108.31395345060076
Gisenyi,-2.5495466,30.1692149,102.20316333652372
Mataka,-2.6103707,30.1314243,94.56405058594943
Gasura,-2.6777786,30.0959503,86.3365430806773
Muyange,-2.8285221,30.1278794,71.51114429403874
Kagarama,-2.8316912,30.0727276,69.23956612746241
Ruhama,-2.8300385,29.9346035,66.8180052256793
unnamed,-2.8415118,29.8961017,65.4399603649612
Rutanga,-2.8617972,29.889138,63.20695850762365
unnamed,-2.8564133,29.7696919,65.4144453267787
Kididiri,-2.8259645,29.7281334,69.82196476072862
Mutsinda,-2.8237899,29.7038464,70.83710474401671
Kinyami,-2.8258453,29.6830832,71.36719327589881
unnamed,-2.8327193,29.6507327,71.95879310212773
unnamed,-2.8576265,29.5923177,72.26187895557149
