,id,a
1066,9095743820,Nyangwe
1067,9095743821,Shimwe
1068,9095743860,Sehe
1069,9095743869,Nyarwumba
1070,9095743870,Rugeyo
1071,9095743871,Masare
1072,9095743876,Kabanga
1073,9095743877,Kibuye
1074,9095743878,Nyenkarange
1075,9095743879,Rugazi
1076,9095743886,Bugume
1077,9095743887,Kirama
1078,9095743888,Nyarukere
1079,9095743889,Kinyovu
1080,9095743907,Kabumba
1081,9095743908,Nyamaboko
1082,9095743909,Rukuba
1083,9095743910,Ruvyagira
1084,9095743939,Burima
1085,9097348444,Kididiri
1086,9097348445,Budahunga
1087,9097348446,Karambo
1088,9097348447,unnamed
1089,9097348448,Kagati
1090,9097348449,unnamed
1091,9097348450,Rugese
1092,9097348455,unnamed
1093,9097348456,unnamed
1094,9097348457,Gatovu
1095,9097348458,Musenyi
1096,9097388505,Mibakwe
1097,9097388506,Rumandari
1098,9097804133,Ntarambo
1099,9097804134,Kanyankuru
1100,9097804141,Buhorwa
1101,9100582669,Rubone
1102,9102299423,Gahabura
1103,9102299424,Rugano
1104,9102319000,Camakombe
1105,9102319001,Buhindo
1106,9102336636,Kivumvu
1107,9103489657,Gisenyi
1108,9103489658,Gasaka
1109,9104370640,Mahamde
1110,9104370692,Ruhwa
1111,9104370693,Gitumba
1112,9104370700,Gakenke
1113,9104373458,Gisarwe
1114,9104373460,Kankina
1115,9105216730,Busangana
1116,9105216731,Gaterama
1117,9105216793,Bihemba
1118,9105216801,Rugazi
1119,9105216802,Kidahwe
1120,9105216815,Gikomero
1121,9105216820,Bwitoyi
1122,9105216855,Gisura
1123,9105216860,Taba
1124,9105596753,Kivoga
1125,9105596754,Kavumu
1126,9105596755,Kimagara
1127,9105596756,unnamed
1128,9105596757,Kibenga
1129,9105596758,Mwendo
1130,9105596771,Bubezi
1131,9105596772,Murago
1132,9105596773,Karurusi
1133,9105596803,Rugori
1134,9105596804,Muremera
1135,9105616319,Rwanyege
1136,9105616320,Buhanda
1137,9105616321,Gitwa
1138,9105616322,Rukurazo
1139,9105666445,Nyarunazi
1140,9105666446,Marumane
1141,9105666448,Taba
1142,9105666455,Rango
1143,9105666456,Gihororo
1144,9105666457,Nzove
1145,9105666458,Vugizo
1146,9106240991,Gisara
1147,9106240992,Masama
1148,9106323985,Gitamo
1149,9106323986,Ruhinga
1150,9106323987,Nkongwe
1151,9106323988,Musagara
1152,9106323989,Kaguruka
1153,9106323990,Murimbo
1154,9106323991,Mvumba
1155,9106323992,Kibungo
1156,9106355111,Gitaba
1157,9107592088,Cishwa
1158,9107592089,Nyamiyaga
1159,9107592090,Kivuvu
1160,9107592091,Nyagisenyi
1161,9107592092,Nyamagana
1162,9107592093,Mirama
1163,9107592094,Jenda
1164,9107650617,Mukobe
1165,9107650618,Gishora
1166,9107650619,Masasu
1167,9107650620,Mahonda
1168,9107650621,Rukoba
1169,9107650622,Kabogi
1170,9107883760,Gihehe
1171,9107883761,Bweru
1172,9107883762,Kenyinya
1173,9107883763,Bukunga
1174,9107883766,Kavumu
1175,9107883767,Runyeri
1176,9107883768,Nyakarambo
1177,9108031586,Rusarenda
1178,9108031587,Gashishima
1179,9108031588,Gakeceri
1180,9108031589,Musumba
1181,9108162701,Rukore
1182,9108162702,Mwendo
1183,9108162703,Bugorora
1184,9108162704,Bwinyana
1185,9108162705,Kirungu
1186,9108162706,Nyambo
1187,9108162707,Muhuzo
1188,9108162708,Bihangare
1189,9108162709,Bitambwe
1190,9108162710,Masama
1191,9108162715,Kidobori
1192,9108189323,Kagote
1193,9108189327,Mariza
1194,9108189328,Rurembo
1195,9108189329,Kibesani
1196,9108189330,Rutagara
1197,9108189331,Shenga
1198,9109390133,Butare
1199,9109390142,Nkuntu
1200,9109390154,Mutangaro
1201,9109390155,Gikwazo
1202,9111201245,Mugaruro
1203,9111201247,Muhuzu
1204,9111201248,Kibaya
1205,9111335031,Muyuga
1206,9111335032,Nyamugari
1207,9113990045,Gatare
1208,9113990046,Nurenda
1209,9113990058,Bihanga
1210,9113990059,Jimbi
1211,9113990060,Gihiza
1212,9113990072,Kibiri
1213,9113990073,Munago
1214,9113990074,Kivuzo
1215,9114111641,Rwaniro
1216,9114111642,Gakonko
1217,9114111643,Burambi
1218,9114111644,Banda
1219,9114111700,Nyamurenga
1220,9114111701,Gitsinda
1221,9114111702,Rubirizi
1222,9115448992,Burangwa
1223,9115465508,Cunda
1224,9115476420,Gisure
1225,9115476441,Gatobo
1226,9115476442,Gitongwe
1227,9115476443,Gitaba
1228,9115476445,Magana
1229,9115476446,Gishiha
1230,9115476475,Nyamurunga
1231,9115476476,Mujigo
1232,9115476477,Kwishwi
1233,9115476478,Musho
1234,9115476687,Musinzira
1235,9115505190,Saga
1236,9115505191,Nyarumanga
1237,9116225613,unnamed
1238,9116587976,unnamed
1239,9116987846,Buhinga
1240,9116987848,Bigera
1241,9116987860,Muhene
1242,9116987861,Rusunu
1243,9116987862,Kivumu
1244,9117113092,Musenga
1245,9117113098,Vumwe
1246,9117113100,Kibari
1247,9117357538,Mayanza
1248,9117357539,Gasunu
1249,9117357540,Nyamusasa
1250,9117357541,Nyamunazi
1251,9117357542,Nyabakara
1252,9117357543,Ngomante
1253,9117357544,Nkurye
1254,9117357545,Ngemwe
1255,9117357546,Nkanka
1256,9117357547,Gatonga
1257,9117357548,Shembe
1258,9117357549,Murehe
1259,9117904583,Ngara
1260,9117922324,Bisinde
1261,9119387680,unnamed
1262,9120172442,unnamed
1263,9120175652,Kirangi
1264,9120175658,Gakonko
1265,9120175659,Titi
1266,9120175661,Nyarumuri
1267,9120388012,Caga
1268,9120388013,Nyakivumu
1269,9120388014,Migende
1270,9120388015,Rubanga
1271,9120388016,Busyana
1272,9120390118,Rukoyoyo
1273,9120390120,Nyagisovu
1274,9120390121,Kiyange
1275,9120390122,Mugongo
1276,9120390123,Nyuro
1277,9120390139,Runihira
1278,9120458098,Nyabigozi
1279,9120809616,Busumanyi
1280,9120862723,Karirisi
1281,9120862724,Nyankere
1282,9120862729,Muganza
1283,9120862745,Kavumu
1284,9122635222,Ntunda
1285,9122635227,Gashawe
1286,9122635228,Nyarunazi
1287,9122635229,Ruvyagira
1288,9122635230,Kigusu
1289,9122646320,Rutoke
1290,9123197193,Nyagitika
1291,9123197194,Nyagahanda
1292,9123197195,Mpungwe
1293,9123226048,Nyange
1294,9123226049,Nyagashubi
1295,9123921514,Ruyengo
1296,9123921515,Gatoza
1297,9125252853,Kanyange
1298,9125253099,Tonga
1299,9125253293,Mugogo
1300,9125253296,Nyakaraye
1301,9126699509,Kavumu
1302,9126699510,Manenge
1303,9128094674,Ruhuka
1304,9128130461,Mubanga
1305,9128130462,Bubenga
1306,9128130463,Rugera
1307,9128130464,Ruce
1308,9128130499,Muzinda
1309,9128130510,Butavuka
1310,9128156219,Nyamabere
1311,9129732122,Nyagatovu
1312,9129732123,Nzewe
1313,9129732126,Murago
1314,9129756910,Nyagutoha
1315,9132027253,unnamed
1316,9132036640,unnamed
1317,9132349581,unnamed
1318,9132349711,unnamed
1319,9132646642,Butare
1320,9132646643,Rutobo
1321,9132646644,Bugina
1322,9132646645,Kibuye
1323,9132646646,Nyamarobe
1324,9132646650,Rangwe
1325,9132646652,Kidasha
1326,9132646653,Kiraro
1327,9132646654,Ndihwe
1328,9132730140,Mafuro
1329,9132730141,Mushonge
1330,9132730247,Buhigiranka
1331,9132730253,Masama
1332,9132842642,Gahwazi
1333,9133560655,Nyamwera
1334,9133560662,Nkango
1335,9133560663,Busokoza
1336,9133573049,Bihembe
1337,9133573055,Gasivya
1338,9133573056,Gasenyi
1339,9134936175,unnamed
1340,9134936258,unnamed
1341,9135592379,Buhevyi
1342,9135592380,Bugorora
1343,9135592381,unnamed
1344,9135592382,Maruri
1345,9135592389,Kobero
1346,9135592390,Bwisha
1347,9135592394,Nkohwa
1348,9135592395,Gisabazuba
1349,9135592396,Butsimba
1350,9135592397,Shore
1351,9135592406,Nyamisagara
1352,9135832506,Kanyagu
1353,9135832507,Murungurira
1354,9135832508,Nyagatovu
1355,9135832512,Nyakibanda
1356,9135832513,Rwisuri
1357,9135882138,Gasezerwa
1358,9136422961,Rwamfu
1359,9136422966,Ntaruka
1360,9136429834,Rwabiriro
1361,9136429835,Cahi
1362,9136430326,Rudaraza
1363,9136930816,unnamed
1364,9137171845,unnamed
1365,9137603733,unnamed
1366,9137807549,unnamed
1367,9138175316,Mpunge
1368,9138349750,Bunyuka
1369,9139048731,Nkomero
1370,9139048734,Mihogoro
1371,9139048735,Higiro
1372,9139048736,Gitunda
1373,9139051941,Gigozi
1374,9139052093,Karoba
1375,9142671875,Mugerama
1376,9142671876,Mukimba
1377,9142694030,Murinda
1378,9142694031,Gitaba
1379,9143244135,Biniganyi
1380,9143381681,Nyabigega
1381,9143381697,Burarana
1382,9143381703,Mudahandwa
1383,9144753877,Ndagano
1384,9144753899,Ntunda
1385,9144773018,Migera
1386,9144876594,Nyagatovu
1387,9144876595,Muyange
1388,9144876596,Gasigati
1389,9144876597,Nyarwaga
1390,9144876598,Burenza
1391,9144876599,Kamvumvu
1392,9144883996,Raro
1393,9144884003,Karimbi
1394,9144915275,Nyemanga
1395,9144915276,Kinama
1396,9144915277,Bambo
1397,9147007937,Gitara
1398,9147050265,Bungere
1399,9149368874,Nyenzi
1400,9149368875,Kabuye-Gitanga
1401,9149368961,Rukongwa
1402,9149368966,Nyagatovu
1403,9149369000,Rugabano
1404,9150240319,Mahonda
1405,9151049637,unnamed
1406,9152215249,Kighrika
1407,9152474841,Gitega
1408,9152728187,Kabuga
1409,9154964650,unnamed
1410,9155569262,unnamed
1411,9167580343,Nyange
1412,9168469430,Muyange
1413,9168562897,Buga
1414,9169013879,unnamed
1415,9169014109,unnamed
1416,9169014393,unnamed
1417,9169797317,Canda
1418,9169797318,Makoronkwe
1419,9169797319,Kayogoro
1420,9169842307,unnamed
1421,9171109978,unnamed
1422,9171110059,unnamed
1423,9171158952,unnamed
1424,9171158981,unnamed
1425,9171159034,unnamed
1426,9171159080,unnamed
1427,9171486487,unnamed
1428,9171486815,unnamed
1429,9173450913,Ramba
1430,9176710202,Rumunvu
1431,9177791461,Nyantozo
1432,9178214420,Kivoga
1433,9180005137,Jimbi
1434,9181101967,Ndemeka
1435,9183231550,Mago
1436,9183547372,Monge
1437,9190443881,unnamed
1438,9203516339,Kabingo
1439,9209437310,unnamed
1440,9209437384,unnamed
1441,9209996739,unnamed
1442,9214439775,Murambi
1443,9215148024,Munagano
1444,9215148342,Kizi
1445,9225486306,Kabanga
1446,9235463700,unnamed
